data_avg,data_max,data_min,data_std,epoch,lr-AdamW,step,train_acc,train_loss,valid_acc,valid_accuracy,valid_balanced_accuracy,valid_cohen_kappa,valid_f1,valid_loss,valid_precision,valid_recall,valid_roc_auc
,,,,58,,4837,,,0.7166666388511658,0.7166666388511658,0.7166666388511658,0.4333333373069763,0.7594339847564697,0.6112044453620911,0.6598360538482666,0.894444465637207,0.7882561683654785
-0.06556779891252518,0.4202563762664795,-0.33071401715278625,0.21788054704666138,58,,4837,0.8017241358757019,0.4198722839355469,,,,,,,,,
,,,,,0.00020775702480932203,4838,,,,,,,,,,,
,,,,59,,4919,,,0.7194444537162781,0.7194444537162781,0.7194444537162781,0.43888887763023376,0.7536585330963135,0.581672728061676,0.6717391014099121,0.8583333492279053,0.7930864095687866
-0.06522352248430252,0.4219842553138733,-0.3305613696575165,0.2181960493326187,59,,4919,0.8082375526428223,0.41306862235069275,,,,,,,,,
,,,,,0.00019990502012295328,4920,,,,,,,,,,,
,,,,60,,5001,,,0.7152777910232544,0.7152777910232544,0.7152777910232544,0.4305555522441864,0.7596717476844788,0.616111159324646,0.657200813293457,0.8999999761581421,0.7915123701095581
-0.06488476693630219,0.4234401285648346,-0.33020421862602234,0.21856805682182312,60,,5001,0.8047892451286316,0.41423311829566956,,,,,,,,,
,,,,,0.0001920531631222126,5002,,,,,,,,,,,
,,,,61,,5083,,,0.6986111402511597,0.6986111402511597,0.6986111402511597,0.39722222089767456,0.7542468905448914,0.6534287929534912,0.6367112994194031,0.925000011920929,0.7900462746620178
-0.06468178331851959,0.42391887307167053,-0.3302309811115265,0.21857190132141113,61,,5083,0.8053640127182007,0.4173840880393982,,,,,,,,,
,,,,,0.0001842135608014813,5084,,,,,,,,,,,
,,,,62,,5165,,,0.7152777910232544,0.7138888835906982,0.7138888835906982,0.4277777671813965,0.7576470375061035,0.616168737411499,0.6571428775787354,0.894444465637207,0.7908641695976257
-0.06408658623695374,0.42590978741645813,-0.329849511384964,0.21906766295433044,62,,5165,0.8097701072692871,0.41323092579841614,,,,,,,,,
,,,,,0.00017639830125931226,5166,,,,,,,,,,,
,,,,63,,5247,,,0.7291666865348816,0.7291666865348816,0.7291666865348816,0.4583333432674408,0.7522236108779907,0.5731704831123352,0.6932084560394287,0.8222222328186035,0.7900077104568481
-0.06371869146823883,0.42715612053871155,-0.32905012369155884,0.21933406591415405,63,,5247,0.8051724433898926,0.4141343832015991,,,,,,,,,
,,,,,0.000168619435059458,5248,,,,,,,,,,,
,,,,64,,5329,,,0.7222222089767456,0.7222222089767456,0.7222222089767456,0.4444444477558136,0.7549019455909729,0.5844274163246155,0.6754385828971863,0.855555534362793,0.7896527647972107
-0.06352178752422333,0.42730912566185,-0.32877734303474426,0.2191433310508728,64,,5329,0.8099616765975952,0.4123385548591614,,,,,,,,,
,,,,,0.00016088895664977546,5330,,,,,,,,,,,
,,,,65,,5411,,,0.7166666388511658,0.7166666388511658,0.7166666388511658,0.4333333373069763,0.7594339847564697,0.6089235544204712,0.6598360538482666,0.894444465637207,0.7903086543083191
-0.06329195946455002,0.428387850522995,-0.32923924922943115,0.219309464097023,65,,5411,0.8111110925674438,0.4083913266658783,,,,,,,,,
,,,,,0.0001532187858676559,5412,,,,,,,,,,,
,,,,66,,5493,,,0.7194444537162781,0.7194444537162781,0.7194444537162781,0.43888887763023376,0.7617924809455872,0.6127708554267883,0.6618852615356445,0.8972222208976746,0.7893518805503845
-0.06309379637241364,0.4293941557407379,-0.32861945033073425,0.21949158608913422,66,,5493,0.8122605085372925,0.4094773828983307,,,,,,,,,
,,,,,0.00014562074956050048,5494,,,,,,,,,,,
,,,,67,,5575,,,0.7166666388511658,0.7166666388511658,0.7166666388511658,0.4333333373069763,0.7530266046524048,0.5883513689041138,0.667382001876831,0.8638888597488403,0.7908796072006226
-0.0626797154545784,0.4310545027256012,-0.3280557692050934,0.21977828443050385,67,,5575,0.8084291219711304,0.41042953729629517,,,,,,,,,
,,,,,0.0001381065633495781,5576,,,,,,,,,,,
,,,,68,,5657,,,0.7180555462837219,0.7180555462837219,0.7180555462837219,0.43611112236976624,0.7586206793785095,0.6112253665924072,0.6632016897201538,0.8861111402511597,0.7901697754859924
-0.062272556126117706,0.4311005175113678,-0.32738134264945984,0.21987725794315338,68,,5657,0.8149425387382507,0.40447720885276794,,,,,,,,,
,,,,,0.00013068781356538682,5658,,,,,,,,,,,
,,,,69,,5739,,,0.7180555462837219,0.7180555462837219,0.7180555462837219,0.43611112236976624,0.7490729093551636,0.5794839859008789,0.6748329401016235,0.8416666388511658,0.7916126251220703
-0.06198945641517639,0.43258070945739746,-0.32716134190559387,0.22005170583724976,69,,5739,0.8109195232391357,0.40780505537986755,,,,,,,,,
,,,,,0.00012337593938237232,5740,,,,,,,,,,,
